2019-03-08 18:51:03, INFO: Current git head hash code: 6583db272e99270b8998bd3bc3583a07a9ebb33a
2019-03-08 18:51:03, INFO: Using device: cpu
2019-03-08 18:51:03, INFO: Policy: SARL w/o global state
2019-03-08 18:51:03, INFO: human number: 5
2019-03-08 18:51:03, INFO: Not randomize human's radius and preferred speed
2019-03-08 18:51:03, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2019-03-08 18:51:03, INFO: Square width: 10.0, circle width: 4.0
2019-03-08 18:51:03, INFO: Load reinforcement learning trained weights. Resume training
2019-03-08 18:51:03, INFO: Agent is invisible and has unicycle kinematic constraint
2019-03-08 18:51:03, INFO: Current learning rate: 0.001000
2019-03-08 18:54:26, INFO: TRAIN in episode 0 has success rate: 0.98, collision rate: 0.02, nav time: 10.69, total reward: 0.3214
2019-03-08 19:14:46, INFO: TRAIN in episode 381 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:14:49, INFO: TRAIN in episode 382 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:14:52, INFO: TRAIN in episode 383 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:14:55, INFO: TRAIN in episode 384 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:14:57, INFO: TRAIN in episode 385 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:15:00, INFO: TRAIN in episode 386 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:15:02, INFO: TRAIN in episode 387 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3376
2019-03-08 19:15:05, INFO: TRAIN in episode 388 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:15:08, INFO: TRAIN in episode 389 has success rate: 1.00, collision rate: 0.00, nav time: 13.25, total reward: 0.2541
2019-03-08 19:15:12, INFO: TRAIN in episode 390 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2644
2019-03-08 19:15:15, INFO: TRAIN in episode 391 has success rate: 1.00, collision rate: 0.00, nav time: 12.25, total reward: 0.2580
2019-03-08 19:15:17, INFO: TRAIN in episode 392 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:15:20, INFO: TRAIN in episode 393 has success rate: 1.00, collision rate: 0.00, nav time: 9.00, total reward: 0.3929
2019-03-08 19:15:22, INFO: TRAIN in episode 394 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3874
2019-03-08 19:15:25, INFO: TRAIN in episode 395 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3467
2019-03-08 19:15:27, INFO: TRAIN in episode 396 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3203
2019-03-08 19:15:31, INFO: TRAIN in episode 397 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3136
2019-03-08 19:15:33, INFO: TRAIN in episode 398 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:15:37, INFO: TRAIN in episode 399 has success rate: 1.00, collision rate: 0.00, nav time: 12.75, total reward: 0.2665
2019-03-08 19:15:39, INFO: TRAIN in episode 400 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:15:42, INFO: TRAIN in episode 401 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3033
2019-03-08 19:15:44, INFO: TRAIN in episode 402 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1500
2019-03-08 19:15:46, INFO: TRAIN in episode 403 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:15:49, INFO: TRAIN in episode 404 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:15:52, INFO: TRAIN in episode 405 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3057
2019-03-08 19:15:55, INFO: TRAIN in episode 406 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:15:58, INFO: TRAIN in episode 407 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:16:01, INFO: TRAIN in episode 408 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3099
2019-03-08 19:16:04, INFO: TRAIN in episode 409 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:16:06, INFO: TRAIN in episode 410 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:16:09, INFO: TRAIN in episode 411 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:16:11, INFO: TRAIN in episode 412 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:16:14, INFO: TRAIN in episode 413 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3221
2019-03-08 19:16:17, INFO: TRAIN in episode 414 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3222
2019-03-08 19:16:20, INFO: TRAIN in episode 415 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:16:23, INFO: TRAIN in episode 416 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3542
2019-03-08 19:16:26, INFO: TRAIN in episode 417 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:16:30, INFO: TRAIN in episode 418 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:16:32, INFO: TRAIN in episode 419 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1302
2019-03-08 19:16:35, INFO: TRAIN in episode 420 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:16:37, INFO: TRAIN in episode 421 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3270
2019-03-08 19:16:39, INFO: TRAIN in episode 422 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3874
2019-03-08 19:16:42, INFO: TRAIN in episode 423 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:16:45, INFO: TRAIN in episode 424 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:16:48, INFO: TRAIN in episode 425 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.2654
2019-03-08 19:16:50, INFO: TRAIN in episode 426 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:16:53, INFO: TRAIN in episode 427 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3479
2019-03-08 19:16:55, INFO: TRAIN in episode 428 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3829
2019-03-08 19:16:57, INFO: TRAIN in episode 429 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:17:00, INFO: TRAIN in episode 430 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.2968
2019-03-08 19:17:03, INFO: TRAIN in episode 431 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2930
2019-03-08 19:17:06, INFO: TRAIN in episode 432 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3128
2019-03-08 19:17:08, INFO: TRAIN in episode 433 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:17:11, INFO: TRAIN in episode 434 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:17:13, INFO: TRAIN in episode 435 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3671
2019-03-08 19:17:16, INFO: TRAIN in episode 436 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:17:18, INFO: TRAIN in episode 437 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:17:21, INFO: TRAIN in episode 438 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2975
2019-03-08 19:17:24, INFO: TRAIN in episode 439 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3558
2019-03-08 19:17:26, INFO: TRAIN in episode 440 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:17:30, INFO: TRAIN in episode 441 has success rate: 1.00, collision rate: 0.00, nav time: 15.75, total reward: 0.1953
2019-03-08 19:17:33, INFO: TRAIN in episode 442 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3104
2019-03-08 19:17:35, INFO: TRAIN in episode 443 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2846
2019-03-08 19:17:38, INFO: TRAIN in episode 444 has success rate: 1.00, collision rate: 0.00, nav time: 9.00, total reward: 0.3965
2019-03-08 19:17:40, INFO: TRAIN in episode 445 has success rate: 1.00, collision rate: 0.00, nav time: 8.75, total reward: 0.4084
2019-03-08 19:17:43, INFO: TRAIN in episode 446 has success rate: 1.00, collision rate: 0.00, nav time: 12.00, total reward: 0.2786
2019-03-08 19:17:46, INFO: TRAIN in episode 447 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:17:48, INFO: TRAIN in episode 448 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3288
2019-03-08 19:17:51, INFO: TRAIN in episode 449 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:17:53, INFO: TRAIN in episode 450 has success rate: 1.00, collision rate: 0.00, nav time: 12.25, total reward: 0.2806
2019-03-08 19:17:56, INFO: TRAIN in episode 451 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3088
2019-03-08 19:17:59, INFO: TRAIN in episode 452 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3222
2019-03-08 19:18:01, INFO: TRAIN in episode 453 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3170
2019-03-08 19:18:04, INFO: TRAIN in episode 454 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3044
2019-03-08 19:18:06, INFO: TRAIN in episode 455 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:18:09, INFO: TRAIN in episode 456 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:18:11, INFO: TRAIN in episode 457 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3212
2019-03-08 19:18:14, INFO: TRAIN in episode 458 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:18:17, INFO: TRAIN in episode 459 has success rate: 1.00, collision rate: 0.00, nav time: 12.75, total reward: 0.2679
2019-03-08 19:18:20, INFO: TRAIN in episode 460 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:18:22, INFO: TRAIN in episode 461 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3293
2019-03-08 19:18:26, INFO: TRAIN in episode 462 has success rate: 1.00, collision rate: 0.00, nav time: 12.50, total reward: 0.2751
2019-03-08 19:18:29, INFO: TRAIN in episode 463 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:18:32, INFO: TRAIN in episode 464 has success rate: 1.00, collision rate: 0.00, nav time: 8.75, total reward: 0.4084
2019-03-08 19:18:35, INFO: TRAIN in episode 465 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:18:38, INFO: TRAIN in episode 466 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:18:40, INFO: TRAIN in episode 467 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:18:43, INFO: TRAIN in episode 468 has success rate: 1.00, collision rate: 0.00, nav time: 8.50, total reward: 0.4191
2019-03-08 19:18:45, INFO: TRAIN in episode 469 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3344
2019-03-08 19:18:49, INFO: TRAIN in episode 470 has success rate: 1.00, collision rate: 0.00, nav time: 12.50, total reward: 0.2622
2019-03-08 19:18:52, INFO: TRAIN in episode 471 has success rate: 1.00, collision rate: 0.00, nav time: 13.00, total reward: 0.2610
2019-03-08 19:18:55, INFO: TRAIN in episode 472 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3336
2019-03-08 19:18:58, INFO: TRAIN in episode 473 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:19:00, INFO: TRAIN in episode 474 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:19:03, INFO: TRAIN in episode 475 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3552
2019-03-08 19:19:06, INFO: TRAIN in episode 476 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3840
2019-03-08 19:19:08, INFO: TRAIN in episode 477 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3786
2019-03-08 19:19:11, INFO: TRAIN in episode 478 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3260
2019-03-08 19:19:13, INFO: TRAIN in episode 479 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3874
2019-03-08 19:19:16, INFO: TRAIN in episode 480 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:19:19, INFO: TRAIN in episode 481 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3110
2019-03-08 19:19:23, INFO: TRAIN in episode 482 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:19:26, INFO: TRAIN in episode 483 has success rate: 1.00, collision rate: 0.00, nav time: 12.75, total reward: 0.2665
2019-03-08 19:19:29, INFO: TRAIN in episode 484 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3024
2019-03-08 19:19:31, INFO: TRAIN in episode 485 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3096
2019-03-08 19:19:34, INFO: TRAIN in episode 486 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3065
2019-03-08 19:19:37, INFO: TRAIN in episode 487 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2893
2019-03-08 19:19:39, INFO: TRAIN in episode 488 has success rate: 1.00, collision rate: 0.00, nav time: 9.00, total reward: 0.3978
2019-03-08 19:19:43, INFO: TRAIN in episode 489 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:19:47, INFO: TRAIN in episode 490 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:19:50, INFO: TRAIN in episode 491 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2964
2019-03-08 19:19:53, INFO: TRAIN in episode 492 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3107
2019-03-08 19:19:55, INFO: TRAIN in episode 493 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:19:57, INFO: TRAIN in episode 494 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3874
2019-03-08 19:20:01, INFO: TRAIN in episode 495 has success rate: 1.00, collision rate: 0.00, nav time: 14.00, total reward: 0.2344
2019-03-08 19:20:04, INFO: TRAIN in episode 496 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3197
2019-03-08 19:20:07, INFO: TRAIN in episode 497 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3057
2019-03-08 19:20:09, INFO: TRAIN in episode 498 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:20:11, INFO: TRAIN in episode 499 has success rate: 1.00, collision rate: 0.00, nav time: 9.00, total reward: 0.3978
2019-03-08 19:20:14, INFO: TRAIN in episode 500 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3388
2019-03-08 19:20:17, INFO: TRAIN in episode 501 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:20:19, INFO: TRAIN in episode 502 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3439
2019-03-08 19:20:22, INFO: TRAIN in episode 503 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3222
2019-03-08 19:20:26, INFO: TRAIN in episode 504 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2961
2019-03-08 19:20:28, INFO: TRAIN in episode 505 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.2833
2019-03-08 19:20:32, INFO: TRAIN in episode 506 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:20:34, INFO: TRAIN in episode 507 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2826
2019-03-08 19:20:37, INFO: TRAIN in episode 508 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:20:40, INFO: TRAIN in episode 509 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3573
2019-03-08 19:20:42, INFO: TRAIN in episode 510 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:20:45, INFO: TRAIN in episode 511 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3349
2019-03-08 19:20:48, INFO: TRAIN in episode 512 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:20:49, INFO: TRAIN in episode 513 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1563
2019-03-08 19:20:52, INFO: TRAIN in episode 514 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:20:54, INFO: TRAIN in episode 515 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:20:56, INFO: TRAIN in episode 516 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1078
2019-03-08 19:21:00, INFO: TRAIN in episode 517 has success rate: 1.00, collision rate: 0.00, nav time: 12.50, total reward: 0.2751
2019-03-08 19:21:03, INFO: TRAIN in episode 518 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2977
2019-03-08 19:21:05, INFO: TRAIN in episode 519 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:21:08, INFO: TRAIN in episode 520 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3218
2019-03-08 19:21:11, INFO: TRAIN in episode 521 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:21:14, INFO: TRAIN in episode 522 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:21:17, INFO: TRAIN in episode 523 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3057
2019-03-08 19:21:20, INFO: TRAIN in episode 524 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:21:24, INFO: TRAIN in episode 525 has success rate: 1.00, collision rate: 0.00, nav time: 12.75, total reward: 0.2679
2019-03-08 19:21:27, INFO: TRAIN in episode 526 has success rate: 1.00, collision rate: 0.00, nav time: 14.00, total reward: 0.2322
2019-03-08 19:21:30, INFO: TRAIN in episode 527 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3128
2019-03-08 19:21:33, INFO: TRAIN in episode 528 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:21:36, INFO: TRAIN in episode 529 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3280
2019-03-08 19:21:39, INFO: TRAIN in episode 530 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:21:42, INFO: TRAIN in episode 531 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3687
2019-03-08 19:21:45, INFO: TRAIN in episode 532 has success rate: 1.00, collision rate: 0.00, nav time: 12.00, total reward: 0.2576
2019-03-08 19:21:47, INFO: TRAIN in episode 533 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:21:50, INFO: TRAIN in episode 534 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3773
2019-03-08 19:21:53, INFO: TRAIN in episode 535 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:21:56, INFO: TRAIN in episode 536 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3391
2019-03-08 19:21:59, INFO: TRAIN in episode 537 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:22:01, INFO: TRAIN in episode 538 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3290
2019-03-08 19:22:04, INFO: TRAIN in episode 539 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:22:07, INFO: TRAIN in episode 540 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:22:09, INFO: TRAIN in episode 541 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:22:12, INFO: TRAIN in episode 542 has success rate: 1.00, collision rate: 0.00, nav time: 13.75, total reward: 0.2411
2019-03-08 19:22:15, INFO: TRAIN in episode 543 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3093
2019-03-08 19:22:17, INFO: TRAIN in episode 544 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3485
2019-03-08 19:22:20, INFO: TRAIN in episode 545 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:22:23, INFO: TRAIN in episode 546 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3222
2019-03-08 19:22:26, INFO: TRAIN in episode 547 has success rate: 1.00, collision rate: 0.00, nav time: 12.50, total reward: 0.2611
2019-03-08 19:22:29, INFO: TRAIN in episode 548 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3026
2019-03-08 19:22:32, INFO: TRAIN in episode 549 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:22:34, INFO: TRAIN in episode 550 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3599
2019-03-08 19:22:36, INFO: TRAIN in episode 551 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3237
2019-03-08 19:22:39, INFO: TRAIN in episode 552 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3874
2019-03-08 19:22:41, INFO: TRAIN in episode 553 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3138
2019-03-08 19:22:44, INFO: TRAIN in episode 554 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3343
2019-03-08 19:22:47, INFO: TRAIN in episode 555 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3689
2019-03-08 19:22:50, INFO: TRAIN in episode 556 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:22:52, INFO: TRAIN in episode 557 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:22:55, INFO: TRAIN in episode 558 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:22:59, INFO: TRAIN in episode 559 has success rate: 1.00, collision rate: 0.00, nav time: 11.75, total reward: 0.2820
2019-03-08 19:23:01, INFO: TRAIN in episode 560 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:23:04, INFO: TRAIN in episode 561 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3329
2019-03-08 19:23:07, INFO: TRAIN in episode 562 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:23:09, INFO: TRAIN in episode 563 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:23:12, INFO: TRAIN in episode 564 has success rate: 1.00, collision rate: 0.00, nav time: 11.25, total reward: 0.3056
2019-03-08 19:23:15, INFO: TRAIN in episode 565 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3388
2019-03-08 19:23:18, INFO: TRAIN in episode 566 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:23:20, INFO: TRAIN in episode 567 has success rate: 1.00, collision rate: 0.00, nav time: 10.00, total reward: 0.3580
2019-03-08 19:23:23, INFO: TRAIN in episode 568 has success rate: 1.00, collision rate: 0.00, nav time: 9.25, total reward: 0.3874
2019-03-08 19:23:25, INFO: TRAIN in episode 569 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:23:29, INFO: TRAIN in episode 570 has success rate: 1.00, collision rate: 0.00, nav time: 9.75, total reward: 0.3675
2019-03-08 19:23:32, INFO: TRAIN in episode 571 has success rate: 1.00, collision rate: 0.00, nav time: 13.25, total reward: 0.2460
2019-03-08 19:23:35, INFO: TRAIN in episode 572 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.2993
2019-03-08 19:23:38, INFO: TRAIN in episode 573 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3049
2019-03-08 19:23:40, INFO: TRAIN in episode 574 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3302
2019-03-08 19:23:43, INFO: TRAIN in episode 575 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3045
2019-03-08 19:23:45, INFO: TRAIN in episode 576 has success rate: 1.00, collision rate: 0.00, nav time: 11.50, total reward: 0.3057
2019-03-08 19:23:48, INFO: TRAIN in episode 577 has success rate: 1.00, collision rate: 0.00, nav time: 9.50, total reward: 0.3722
2019-03-08 19:23:50, INFO: TRAIN in episode 578 has success rate: 1.00, collision rate: 0.00, nav time: 10.50, total reward: 0.3396
2019-03-08 19:23:53, INFO: TRAIN in episode 579 has success rate: 1.00, collision rate: 0.00, nav time: 10.25, total reward: 0.3487
2019-03-08 19:23:56, INFO: TRAIN in episode 580 has success rate: 1.00, collision rate: 0.00, nav time: 10.75, total reward: 0.3308
2019-03-08 19:23:58, INFO: TRAIN in episode 581 has success rate: 1.00, collision rate: 0.00, nav time: 11.00, total reward: 0.3222
2019-03-08 19:24:01, INFO: TRAIN in episode 582 has success rate: 1.00, collision rate: 0.00, nav time: 12.25, total reward: 0.2824
